generation,id,novelty,score,species,parent1,parent2
431,210430,7.11864191928018,0.7569591526001092,20,209902,209966
432,210828,4.678069634912427,0.761835262222067,20,209959,209929
433,211289,5.817205958372966,0.7584020185172504,20,211046,209959
434,211831,4.487675192695902,0.7615840823130087,20,211337,211337
435,212581,4.5373287255661285,0.7624976976413128,16,212177,212224
436,212799,11.26337213529003,0.7605969507746689,21,212300,212273
437,213284,5.044986434146991,0.7621198051744352,21,212774,212774
438,213914,11.8323397036514,0.7600716509960459,20,212324,212324
439,214402,3.9232022367342134,0.7614367144762973,20,213887,213297
440,214834,4.312030566462985,0.7611235888186386,21,214254,214280
441,215190,2.9853773741531606,0.7618818647329219,22,214702,214713
442,215690,4.320768292147303,0.7615758072801231,22,215220,215204
443,216464,37.788739492247345,0.75735010013242,18,216008,216001
444,217083,55.59433643415863,0.8249877406890637,18,216464,216427
445,217083,48.484554887722915,0.8249877406890637,18,216464,216427
446,217083,55.612687759657746,0.8249877406890637,18,216464,216427
447,217083,59.374096178127594,0.8249877406890637,18,216464,216427
448,217083,52.16674701714366,0.8249877406890637,18,216464,216427
449,217083,42.4147891087565,0.8249877406890637,18,216464,216427
450,217083,50.068542933073815,0.8249877406890637,18,216464,216427
451,220491,35.74839826824873,0.8305423623986111,18,220034,217083
452,220491,40.09328157664954,0.8305423623986111,18,220034,217083
453,220491,51.43301089233958,0.8305423623986111,18,220034,217083
454,220491,46.5749053697616,0.8305423623986111,18,220034,217083
455,222448,38.30811242734761,0.8538627875266223,18,220491,221939
456,222448,44.887593650685865,0.8538627875266223,18,220491,221939
457,222448,40.471230977758474,0.8538627875266223,18,220491,221939
458,222448,48.0273831902325,0.8538627875266223,18,220491,221939
459,222448,43.61286225136466,0.8538627875266223,18,220491,221939
460,222448,47.36058485871613,0.8538627875266223,18,220491,221939
461,222448,38.03485846814312,0.8538627875266223,19,220491,221939
